Tweet_ID,Tweet_Text,created_at,location,Informativeness
3.89984E+17,RT @ricogutierrez8: #PrayForBohol #PrayForCebu,Tue Oct 15 05:19:26 +0000 2013,,Related - but not informative
3.89984E+17,#PrayForVisayas Sana ok lang kayo!1,Tue Oct 15 05:21:58 +0000 2013,Sa Puso ni CHi Hoon 3,Related - but not informative
3.89985E+17,@TheLoveStories I'm doing this again asking for your help to please #PrayForVisayas head aching aftershocks :( #PrayForMindanao,,,Related - but not informative
3.89985E+17,#PrayForVisayas _Ÿ™è_Ÿ˜¢_Ÿ™è http://t.co/S9R0wKt0UE,Tue Oct 15 05:23:19 +0000 2013,DVO-MNL,Related - but not informative
3.89985E+17,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will comâ€_",Tue Oct 15 05:24:44 +0000 2013,in your dreams!,Related - but not informative
3.89985E+17,RT @VhongX44: #prayforbohol #prayforcebu,Tue Oct 15 05:25:28 +0000 2013,"Candelaria, Quezon",Related - but not informative
3.89985E+17,"RT @BBCWorld: Central Philippines earthquake measuring 7.2 magnitude kills at least 20 people, reports say http://t.co/hABp7Bg2jQ",Tue Oct 15 05:25:51 +0000 2013,manila,Related and informative
3.89986E+17,"RT @BBCWorld: Central Philippines earthquake measuring 7.2 magnitude kills at least 20 people, reports say http://t.co/hABp7Bg2jQ",Tue Oct 15 05:26:37 +0000 2013,"Wellington City, New Zealand",Related and informative
3.89986E+17,RT @Insultstagram: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.,,,Related - but not informative
3.89986E+17,RT @lenardsantos: Seriously #GetWellSoonDanielPadilla is trending more than #PrayForVisayas? What is wrong with you people?!,,,Related - but not informative
3.89987E+17,@Khunnie0624 Hello Khunnie _Ÿ˜_ Please pray for earthquake victims here in the Philippines _Ÿ˜Å_Ÿ˜Å_Ÿ˜Å,Tue Oct 15 05:30:18 +0000 2013,,Related - but not informative
3.89987E+17,"Major quake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday, th... http://t.co/A6dMijPDyv",Tue Oct 15 05:30:33 +0000 2013,,Related and informative
3.89987E+17,RT @imshrnmrsh: Earthquake Magnitude 7.2.. Pray for Cebu and Bohol Philippines..,,,Related and informative
3.89988E+17,RT @krungy21: #prayforbohol #prayforcebu,Tue Oct 15 05:34:56 +0000 2013,,Related - but not informative
3.89988E+17,RT @MarifilFil2013: 16We want tina guest in ur show #TinaJittaleelaTBoom #TinaJittaleelaShowtime #prayforvisayas @vicegandako @GandangGabiVâ€_,,,Related and informative
3.89988E+17,@jeggykwisti Ok lang daw sila safe naman. #PrayForBohol,Tue Oct 15 05:36:08 +0000 2013,Philippines,Related - but not informative
3.89989E+17,"Pusong pinoy! Makakaahon din tayo, pilipino pa.. #PrayForVisayas #1culture1group1family1country",Tue Oct 15 05:39:36 +0000 2013,Cloud Paradise,Related - but not informative
3.89991E+17,RT @jeanetteannel: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear #Philippines.,,,Related - but not informative
3.89992E+17,"@paulinexoh I heard that there was an earthquake in the philippines, is tht true?? R u okay??",,,Related - but not informative
3.89993E+17,#PrayforBohol #PrayforBohol #PrayforBohol #PrayforBohol #PrayforBohol #PrayforBohol,,,Related - but not informative
3.89993E+17,"RT @OLFUNetwork: Fatima Community is praying for Boholanos and Cebuanos. Remember, we can always rise up with God! #PrayForVisayas",,,Related - but not informative
3.89993E+17,16 na daw namatay sa Cebu dahil sa lindol #prayforcebu #PrayForVisayas #prayforthePhilippines,Tue Oct 15 05:56:05 +0000 2013,"Cainta, Rizal",Related and informative
3.89994E+17,I'm glad that I got to see those churches in Bohol before they were ruined by that earthquake. #PrayForVisayas,Tue Oct 15 06:01:06 +0000 2013,Where in the world am I?,Related - but not informative
3.89994E+17,"At least 20 dead in Philippines quake: CEBU, Philippines, Oct. 15 (UPI) --  A powerful earthquake meas... http://t.co/jPEm3u6uH3 #TSCEnt",Tue Oct 15 06:01:40 +0000 2013,Houston US,Related and informative
3.89995E+17,#PrayForVisayas #PrayForVisayas #PrayForVisayas #PrayForVisayas #PrayForVisayas,Tue Oct 15 06:01:49 +0000 2013,,Related - but not informative
3.89995E+17,"RT @MediasetTgcom24: Forte terremoto nelle #Filippine. Crollano edifici sull'isola di #Bohol, almeno venti morti e trenta feriti http://t.câ€_",Tue Oct 15 06:02:09 +0000 2013,"Verona, Veneto",Related - but not informative
3.89995E+17,"RT @TweetMeMaybeee: Fire, Water and now Earth. Keep safe everyone! I can see the sign. #PrayforVisayas",Tue Oct 15 06:03:13 +0000 2013,Quezon City,Related - but not informative
3.89995E+17,"Xâù_X i JUS HEARD ABOUT THA CEBU &amp; BOHOL EARTHQUAKE 7.2 iNTENSiTY,NEVA THOUGHT THAT WOULD HAPPEN.EVA.#Philippines #Earthquake #ChamTweets Xâù_X",Tue Oct 15 06:04:03 +0000 2013,London UK ‰Û¢ The Philippines ,Related and informative
3.89996E+17,RT @laeda27: tboom na for tina jittaleela #TinaJittaleelaTBoom #TinaJittaleelaShowtime #prayforvisayas,,,Related - but not informative
3.89996E+17,"RT @dost_pagasa: THUNDERSTORM ADVISORY No.6 #VPRSD  2:06PM (15OCT'13)   Expect thunderstorm over #Cebu (Talisay, Minglanilla,... http://t.câ€_",Tue Oct 15 06:08:20 +0000 2013,"Antipolo City, Rizal, PH",Not related
3.89997E+17,#PrayForVisayas. Keep safe guys. ;),,,Related - but not informative
3.89998E+17,RT @krungy21: #prayforbohol #prayforcebu,Tue Oct 15 06:14:37 +0000 2013,NT,Related - but not informative
3.89998E+17,RT @krungy21: #prayforbohol #prayforcebu,Tue Oct 15 06:15:26 +0000 2013,,Related - but not informative
3.89998E+17,RT @DreamForDaniel: #PrayForVisayas. God is Good. God will protect them. Keep safe everyone.,Tue Oct 15 06:16:01 +0000 2013,gadalagan sa utok mo,Related - but not informative
3.89998E+17,"Earthquake, Magnitude 5.0 - LEYTE, PHILIPPINES - 2013 October 15, 05:47:16 UTC http://t.co/Rl9aPVaPsp",Tue Oct 15 06:16:08 +0000 2013,Valparaiso,Related and informative
3.89998E+17,My heart goes out to all the people who had to experience the horrible earthquake in Bohol. Let's pray for them. God Bless! #PrayForVisayas,Tue Oct 15 06:17:20 +0000 2013,"Abu Dhabi, UAE",Related - but not informative
3.89998E+17,shake it.. #TinaJittaleelaTBoom #TinaJittaleelaShowtime #prayforvisayas,,,Related - but not informative
3.89999E+17,RT @PatriciaTilka: #PrayForCebu #PrayForBohol #PrayForVisayas #PrayForThePhilippines _Ÿ™è_Ÿ™è_Ÿ™è,Tue Oct 15 06:19:16 +0000 2013,,Related - but not informative
3.89999E+17,RT @LisaLoeb: My heart and thoughts go out to those  in the Philippines who have been affected by the terrible earthquake.,Tue Oct 15 06:19:45 +0000 2013,Manila/Lucena,Related - but not informative
3.9E+17,RT @DanielPSwaggies If you have time please read this :)) http://t.co/nHnxKlVKCm #GetWellSoonDanielPadilla #PrayForVisayas,,,Not related
3.9E+17,Was in a deep sleep when #earthquakePH happened. Good thing it wasn't in #laguna. #PrayForVisayas,,,Related - but not informative
3.9E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,,,Related - but not informative
3.90001E+17,"EarthQuake Update: M 4.8 - 2km NNW of Maribojoc, Philippines: Time2013-10-15 05:12:16 UTC2013-10-15 13:12:16 +... http://t.co/ULhLKlVe6w",Tue Oct 15 06:28:31 +0000 2013,On The Net,Related and informative
3.90001E+17,@leighpod I hope all is well w/ you and your family. Just heard the news about the earthquake in the Philippines.,Tue Oct 15 06:29:31 +0000 2013,"Pasadena, CA",Related - but not informative
3.90002E+17,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Yâ€_,Tue Oct 15 06:29:40 +0000 2013,ˆü_ˆü£ˆü¡ˆ_ÛˆüÑˆü¬ˆ_ãˆüÑˆü¢/Thailand [’ÄÏêµ_],Related - but not informative
3.90002E+17,Deeply saddened by the quake in Visayas. My prayers goes to all our brothers in Cebu and Bohol. #PrayForVisayas #PrayForBohol #PrayForCebu,Tue Oct 15 06:30:06 +0000 2013,Quezon City,Related - but not informative
3.90002E+17,RT @TelegraphNews: 7.1-magnitude earthquake hits Philippines http://t.co/CIakWptvxC,Tue Oct 15 06:30:27 +0000 2013,‰ãÒagoéÀ & Abuja,Related and informative
3.90002E+17,#PrayForVisayas #PrayForBohol #PrayForCebu keep save people in there :'(,,,Related - but not informative
3.90002E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,Tue Oct 15 06:31:06 +0000 2013,"Quezon City,philippines",Related - but not informative
3.90002E+17,Earthquake strikes tourist islands in central Philippines: A 7.2 magnitude earthquake has struck the central P... http://t.co/n7E6kqfZnj,Tue Oct 15 06:31:41 +0000 2013,Nigeria,Related and informative
3.90002E+17,RT @MITCheerping: #PrayForCebu #PrayForBohol #PrayForVisayas,Tue Oct 15 06:32:57 +0000 2013,"Paranaque City, National Capit",Related - but not informative
3.90002E+17,@dreamfordaniel: #PrayForVisayas. God is Good. God will protect them. Keep safe everyone.,Tue Oct 15 06:33:22 +0000 2013,,Related - but not informative
3.90003E+17,"My fellow kababayans, let's #PrayForVisayas",Tue Oct 15 06:34:09 +0000 2013,At the London Eye 3,Related - but not informative
3.90003E+17,"RT @EXOLay_DB: What's happening at the world?? Earthquake at philippines, typhoon at vietnam and cyclone at india ~ aish let's pray for theâ€_",,,Related - but not informative
3.90004E+17,RT @jmsarno22: Let's #PrayForVisayas guys. Prayers can do anything.  #earthquakePH,Tue Oct 15 06:37:51 +0000 2013,,Related - but not informative
3.90004E+17,RT @cebugovph: #Cebu Coast Guard Station suspends vessels out-bound Cebu due to aftershocks every 20 to 30 minute intervals.,Tue Oct 15 06:38:03 +0000 2013,"Cebu, Philippines",Related and informative
3.90005E+17,7.1 Earthquake in Central Phillippines - This just in. A 7.1 Earthquake has hit central Philippines. More... http://t.co/KkmcWNaQsf,Tue Oct 15 06:44:23 +0000 2013,"Seattle, WA",Related and informative
3.90006E+17,RT @mthrfcknbenny: Muslim holiday saved so much lives. Keep safe everyone. #earthquakeph #PrayForVisayas,Tue Oct 15 06:49:16 +0000 2013,Philippines,Related - but not informative
3.90006E+17,Take care Cebu and Bohol. #PrayForVisayas,Tue Oct 15 06:49:29 +0000 2013,"ÌÏT: 14.5885366,121.0968153",Related - but not informative
3.90007E+17,RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay â™¡,Tue Oct 15 06:52:17 +0000 2013,jack ‰ªÁ,Related - but not informative
3.90007E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,,,Related - but not informative
3.90007E+17,RT @ohhmygawdfila: - Cyclone Phailin in India - Typhoon Fitow in China - Typhoon Nari in Vietnam - Earth quake in Philippines  - Typhoon Wiâ€_,,,Not related
3.90008E+17,"@IFreakSelena Philippines Earthquake: At Least 20 Dead: A 7.1 magnitude earthquake hits Cebu, the economic and political hu...  @deadmau5",,,Related and informative
3.90009E+17,My prayers to everyone affected by the earthquakes in Cebu. #earthquakePH #PrayForVisayas,Tue Oct 15 06:59:37 +0000 2013,"Boracay Island, Philippines",Related - but not informative
3.9001E+17,@paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,Tue Oct 15 07:02:19 +0000 2013,"Tondo, Manila/ Malolos,Bulacan",Related - but not informative
3.9001E+17,RT @KNLievers: #PrayForVisayas or #PrayForDaniel ? (lol) I'm so worried!! XD - Cess,,,Related - but not informative
3.9001E+17,"RT @markmedina2011: Mga kakababayan sa Bohol at Cebu, ingat kayo diyan! God bless Cebu and Boho:-( #CEBU #24Oras @gmanews",Tue Oct 15 07:05:00 +0000 2013,Verified ,Related - but not informative
3.90011E+17,"Bohol Island, Philippines Earthquake 2013 Leaves Multiple People Dead. Read more at: http://t.co/lRbuuPClP4... http://t.co/H1k2R941ED",Tue Oct 15 07:06:25 +0000 2013,Philippines,Related and informative
3.90011E+17,RT @veabomed: I don't know what to say. #PrayForVisayas,,,Related - but not informative
3.90011E+17,RT @tprettyman: Another earthquake... damn. Sending all my love and prayers to the Philippines. Hopefully that's it &amp; no more major aftershâ€_,Tue Oct 15 07:08:16 +0000 2013,Cebu City ,Related - but not informative
3.90012E+17,#earthquake measuring 7.2 struck islands popular with tourists in #Philippines on Tuesday http://t.co/U1quLY47bp,Tue Oct 15 07:09:40 +0000 2013,Worldwide - ¯_ôã¯»¯_¯áô_¯© ¯_ôã¯_¯_ôã¯_ôÉô_¯©,Related and informative
3.90012E+17,nag SS si earthshaker sa bohol at cebu so #PrayForVisayas,Tue Oct 15 07:09:59 +0000 2013,GeneralSantos City Philippines,Related - but not informative
3.90012E+17,RT @YahooNews: At least 32 dead after 7.2-magnitude earthquake strikes central Philippines: http://t.co/5FlxmZ1oGY,Tue Oct 15 07:13:12 +0000 2013,"Youngstown, Ohio ",Related and informative
3.90013E+17,20 dead as magnitude-7.1 earthquake hits the Philippines http://t.co/ClAqMnRhWw,Tue Oct 15 07:13:58 +0000 2013,"Ankara, Turkey",Related and informative
3.90013E+17,RT @CBSNews: More than 30 people now confirmed dead after Philippines earthquake: http://t.co/P6B0gtLVKM,,,Related and informative
3.90013E+17,#PrayForBohol  sana okay lang ang ating mga kababayan dyan. :(,Tue Oct 15 07:15:45 +0000 2013,Neverland ,Related - but not informative
3.90014E+17,"Sana po okey lang si lola,tita at yung mga pinsan ko!! #prayForVisayas",Tue Oct 15 07:18:52 +0000 2013,harry's moan : ryan's whut?,Related - but not informative
3.90014E+17,"A 7.2-magnitude earthquake struck in southeastern Philippines, says USGS. @cnnbrk",Tue Oct 15 07:19:10 +0000 2013,auldcove scotland,Related and informative
3.90014E+17,RT @annecurtissmith: praying for their families :(â€œ@YahooNews: At least 32 dead after 7.2magnitude earthquake strikes central Philippines hâ€_,Tue Oct 15 07:19:56 +0000 2013,Philippines,Related and informative
3.90014E+17,"#PrayForVisayas kawawa..... Lord, tulungan niyo sila please!",,,Related - but not informative
3.90015E+17,RT @kiervegirao: Stay Strong Visayas! #PrayForVisayas #StayStrongVisayas http://t.co/min1QC6bQM,Tue Oct 15 07:22:10 +0000 2013,"Quezon City, PH",Related - but not informative
3.90015E+17,@elmobenguan: #PrayForVisayas : Cebu and Bohol areas affected by earthquake. Sayang ang mga historical church na gumuho :( !!!!! :(((,Tue Oct 15 07:23:37 +0000 2013,Arriba Letran (not rejected),Related - but not informative
3.90015E+17,RT @kiervegirao: Stay Strong Visayas! #PrayForVisayas #StayStrongVisayas http://t.co/min1QC6bQM,,,Related - but not informative
3.90016E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,Tue Oct 15 07:26:54 +0000 2013,Philippines,Related - but not informative
3.90016E+17,Godbless people of Cebu and Bohol #prayforcebu #prayforbohol,Tue Oct 15 07:27:00 +0000 2013,The Philippines #represent,Related - but not informative
3.90017E+17,@gwenevieleee: Let's all pray for Cebu and Bohol. #PrayForVisayas _Ÿ™è http://t.co/fYArhDhVCK,Tue Oct 15 07:32:22 +0000 2013,"Manila City, National Capital Region",Related - but not informative
3.90019E+17,Deadly quake hits Philippines http://t.co/ERb2CjSwzf,Tue Oct 15 07:41:01 +0000 2013,,Related and informative
3.9002E+17,#PrayForThePhilippines #PrayForVisayas #PrayForBohol #PrayForCebu,Tue Oct 15 07:41:16 +0000 2013,"Caloocan City, MM, PH",Related - but not informative
3.9002E+17,RT @BreakingNews: 7.2 earthquake recorded in the Philippines' Bohol province - @usgs http://t.co/sVOzYsZR5X,Tue Oct 15 07:42:13 +0000 2013,"Sydney, Brisbane, Melbourne",Related and informative
3.9002E+17,Update: At least 28 killed in Philippines magnitude 7.2 earthquake - @ANCAlerts http://t.co/lPdbmPmL5x #sp4zee,Tue Oct 15 07:42:55 +0000 2013,Approaching planet Earth,Related and informative
3.9002E+17,iamKimPisiao:  #PrayForVisayas http://t.co/1F0rbmLFpt,Tue Oct 15 07:43:41 +0000 2013,,Related - but not informative
3.9002E+17,RT @KathNiel_1214: Loboc Church in Bohol then and now after the 7.2 magnitude earthquake just today #earthquake #PrayForVisayas (c) http://â€_,,,Related and informative
3.90021E+17,Rest in peace to those who died in the Philippines earthquake. Tragic accident.,,,Related - but not informative
3.90024E+17,@allyvelascoooo: @shnpana: Heartbreaking photos :( #PrayForVisayas #earthquake Cebu and Bohol NOW and THEN http://t.co/hPWruldwN4 :(,,,Related - but not informative
3.90024E+17,"Philippines Earthquake Kills 6, Up to 7.1 Magnitude http://t.co/5hvlLZxhen",Tue Oct 15 08:00:23 +0000 2013,India,Related and informative
3.90025E+17,RT @jajaggernaut: Praying for the victims of the drastic quake in Cebu and Bohol. This too shall pass.. Lead them Lord _Ÿ˜__Ÿ™è #PrayForVisayas,,,Related - but not informative
3.90025E+17,RT @ParkSiblings: [TWITTER]Dara - #prayforbohol #prayforcebu http://t.co/wamZd3k4iq,Tue Oct 15 08:04:28 +0000 2013,Philippines,Related - but not informative
3.90026E+17,Also St.nino church (The oldest church in the Philippines) nasira dinsya pumunta din kmi dun nung sat. ang ganda panaman:((( #PrayForVisayas,,,Related and informative
3.90026E+17,RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay â™¡,Tue Oct 15 08:07:14 +0000 2013,"Metro Manila, Philippines",Related - but not informative
3.90026E+17,http://t.co/2NueHoCCTN #PrayForVisayas,,,Related and informative
3.90027E+17,Lets all pray for all our kababayan in Visayas #PrayForVisayas,,,Related - but not informative
3.90027E+17,No class tomorrow XD #PrayForVisayas,,,Not related
3.90027E+17,RT @KabataanFacts: Stay Strong Cebu and Bohol. May God bless all of you. #PrayForVisayas,Tue Oct 15 08:12:54 +0000 2013,,Related - but not informative
3.90028E+17,RT @_triciaeliz: #PrayForVisayas _Ÿ™è,,,Related - but not informative
3.90028E+17,"RT @MoralesForLife: Chocolate Hills, napinsala ng Magnitude 7.2 na lindol #PrayForVisayas Pray For Cebu and Bohol also in Mindanao! http://â€_",,,Related and informative
3.90028E+17,Waaah ! Buti na lang talaga walang nasaktan sa mga relatives namin. :/ #PrayForVisayas,Tue Oct 15 08:16:45 +0000 2013,Quezon City Phillipines,Related - but not informative
3.90029E+17,"Dear God,Please Protect those people in Visayas and Mindanao we are hoping that they're safe thank you _Ÿ™è #PrayForVisayas -Alixia _ŸŒ¸",Tue Oct 15 08:17:39 +0000 2013,heart of our daddy ‰ù_•üè,Related - but not informative
3.9003E+17,"News: Major quake shakes central Philippines, kills 20 http://t.co/HdpKFaVMg0 #jamaica #reggae",Tue Oct 15 08:22:39 +0000 2013,Worldwide,Related and informative
3.9003E+17,7.2 magnitude earthquake hits Philippines http://t.co/Jdvw5JYUXs,Tue Oct 15 08:24:10 +0000 2013,"Kista, Stockholm",Related and informative
3.90031E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,,,Related - but not informative
3.90031E+17,#prayforBohol _Ÿ™è â€œ@ANCALERTS: BREAKING: Bohol declares state of calamity #earthquakePHâ€ù,Tue Oct 15 08:26:03 +0000 2013,Philippines,Related and informative
3.90032E+17,It's her Golden Anniversary as a Basilica in 2015! Help restore our Beloved Sto. NiÃ±o de #Cebu Basilica. #CebuFinest http://t.co/EtXpt97ukw,Tue Oct 15 08:28:54 +0000 2013,"Cebu City, Philippines",Related - but not informative
3.90032E+17,@ilovejamich: Chocolate Hills in Bohol after #earthquake :( #PrayForVisayas http://t.co/8aamVmD94a OMG.,Tue Oct 15 08:29:26 +0000 2013,jp a's,Related and informative
3.90033E+17,Be SRONG Cebu. Pray! and everything's gonna be alright! #prayforvisayas #PrayforCebuâ€_ http://t.co/8NOijvB2BC,,,Related - but not informative
3.90033E+17,Here's the complete story...  #Cebu #Bohol #VisayanEarthquake #EarthquakePH http://t.co/pG1xhfv3Cc,Tue Oct 15 08:35:41 +0000 2013,"Cebu City, Philippines",Related and informative
3.90033E+17,RT @Filchi101: mgdasal k ndi un nangyaya k p mgretweet ng #PrayForVisayas,,,Related - but not informative
3.90033E+17,RT @Filchi101: mgdasal k ndi un nangyaya k p mgretweet ng #PrayForVisayas,Tue Oct 15 08:35:45 +0000 2013,,Related - but not informative
3.90034E+17,RT @itsbarbiexu: prayers to people of philippines affected by magnitude 7 earthquake. hope all is safe,,,Related - but not informative
3.90034E+17,LORD SAVE US #cebu #earthquake #instagrammers #instawhite #whitagram #blessedus http://t.co/YODchQ1MI5,,,Related - but not informative
3.90035E+17,20 dead as magnitude-7.1 earthquake hits the Philippines http://t.co/HNCoOxVP9M,Tue Oct 15 08:41:07 +0000 2013,Luxembourg,Related and informative
3.90035E+17,RT @planetshakers: Our thoughts and prayers are with all those affected by the earthquake in the Philippines,,,Related - but not informative
3.90035E+17,Strong quake kills at least 20 in central Philippines: MANILA (Reuters) - A strong earthquake measuring 7.2 st... http://t.co/HvfiqPx7bD,,,Related and informative
3.90036E+17,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Yâ€_,,,Related - but not informative
3.90036E+17,Lord please keep them safe #PrayForVisayas #PrayForBoholAndCebu,Tue Oct 15 08:46:33 +0000 2013,Pampanga / Manila,Related - but not informative
3.90036E+17,RT @AngeL_LocKring: This is beyond imagination! Heart-wrenching! #PrayForVisayas #PrayForBohol #PrayForCebu http://t.co/i9jxe76IDF,,,Related - but not informative
3.90037E+17,RT @AyakaBernardo: Sad to hear that the Chocolate Hills collapsed in the earthquake. #PrayForVisayas #PrayForBoholAndCebu,,,Related - but not informative
3.90037E+17,RT @krungy21: #prayforbohol #prayforcebu,Tue Oct 15 08:51:15 +0000 2013,honiara solomon islands ,Related - but not informative
3.90038E+17,JUST A SHORT PRAYER CAN HELP. #PrayForVisayas,,,Related - but not informative
3.90038E+17,My goodness! Praying for everyone who are affected by the earthquake. Be safe everyone! #PrayForVisayas,,,Related - but not informative
3.90038E+17,Kung meron lang akon maitutulong sa mga naapaektuhan ng lindol. Hayyy. :( Sa ngayon panalangin ang pinaka mabisang tulong. #PrayForVisayas,,,Related - but not informative
3.90039E+17,I hope the filipinos are coping with what happened. I pray for everyone's safety~ #PrayForVisayas,,,Related - but not informative
3.90039E+17,RT @DjfpGIRLFRIENDS: Don't just tweet it. Do it #PrayForVisayas -N,,,Related - but not informative
3.9004E+17,i am giving all my prayers to the people in visayas  #PrayForVisayas,,,Related - but not informative
3.9004E+17,@paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today. THANK YOU!!!,,,Related - but not informative
3.90041E+17,"RT @honeydewluke: filipino or no, pls #PrayForVisayas :)",,,Related - but not informative
3.90041E+17,RT @bumequip: Our hearts and prayers to all those affected by the #earthquake #PrayForVisayas,Tue Oct 15 09:05:49 +0000 2013,JA~NY~MIA~CA~ATL,Related - but not informative
3.90041E+17,"@ashraldiloilo @ellaineYeah @aj_labz @fififaithsg @POTatoooCHIN ok man nang fem, sunod-sunod na aftershock keep safe,#PrayForVisayas",,,Related - but not informative
3.90043E+17,RT @akosibob_ong: #PrayForBohol #PrayForVisayas #PrayForCebu _Ÿ™è http://t.co/Q3xjzWUgNB,,,Related - but not informative
3.90043E+17,RT @KourtneyK_PHL: these aftershocks are so scary! #prayforphilippines #prayforcebu #PrayForBohol #lordpleasebewithus,,,Related - but not informative
3.90043E+17,"Orange earthquake alert (Magnitude 5.9M, Depth:20.15km) in Philippines 15/10/2013 08:42 UTC, 6700945 people wi... http://t.co/r1w7rVS184",Tue Oct 15 09:14:45 +0000 2013,,Related and informative
3.90043E+17,RT @MailOnline: At least 20 killed after magnitude 7.2 earthquake hits the Philippines http://t.co/TBhKuwPzuY,Tue Oct 15 09:15:05 +0000 2013,South Africa,Related and informative
3.90044E+17,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Yâ€_,,,Related - but not informative
3.90045E+17,RT @migzhaleco: #PrayForVisayas #PrayForThePhilippines We'll all get through this. Sunod sunod naman :(,,,Related - but not informative
3.90046E+17,Hindi pa rin humihinto ang mga aftershocks dito. #PHearthquake #PrayForVisayas,,,Related and informative
3.90046E+17,Philippines Earthquake: At Least 20 Dead - Yahoo News UK http://t.co/EHUWxjb6an via @YahooNewsUK,Tue Oct 15 09:25:41 +0000 2013,"Erie, Pa",Related and informative
3.90046E+17,RT @KabataanFacts: Stay Strong Cebu and Bohol. May God bless all of you. #PrayForVisayas,Tue Oct 15 09:25:51 +0000 2013,,Related - but not informative
3.90046E+17,RT @paugasol: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.,Tue Oct 15 09:26:34 +0000 2013,Philippines ,Related - but not informative
3.90046E+17,The churches must have collapsed to save us from harm. Sto.Nino thank you for keeping us safe. Let us continue to pray. #prayforvisayas,Tue Oct 15 09:27:15 +0000 2013,"Talisay, Cebu",Related - but not informative
3.90046E+17,7.4 Magnitude Earthquake Topples Down Historic Buildings and Churches in Philippines  The 7.4 magnitude quake... http://t.co/9IQfntSkDS,Tue Oct 15 09:28:15 +0000 2013,United States of America,Related and informative
3.90047E+17,yung nangyari sa Visayas is really a heartbreaking :(( #PrayForVisayas,Tue Oct 15 09:31:14 +0000 2013,GVO 1/143,Related - but not informative
3.90048E+17,"RT @HKOQEME: Earthquake: 2013-10-15 08:13HKT M7.0 [9.6N,124.2E] in Mindanao, Philippines http://t.co/U30CuN9DHs",,,Related and informative
3.90048E+17,RT @mirary_faye: Bohol Earthquake Destroys Century-Old Churches :( http://t.co/opmHmAqtEg #PrayForVisayas,Tue Oct 15 09:34:42 +0000 2013,snap: iimeeosbual,Related and informative
3.90049E+17,"guys if you read this please #PrayForVisayas it's going to be a long night aftershocks keep on coming, and getting stronger :((",Tue Oct 15 09:36:55 +0000 2013, C E B U ,Related - but not informative
3.90049E+17,RT @Lombardo_Music: Let's all pray right now for those in the Philippines who have been affected by the earthquake. #philippinesearthquake â€_,Tue Oct 15 09:38:24 +0000 2013,Central PA,Related - but not informative
3.90049E+17,I may not be a catholic pero sayang ung mga churches na nasira #PrayForBohol,Tue Oct 15 09:39:57 +0000 2013,"Metro Manila, Philippines",Related - but not informative
3.9005E+17,RT @Xianatics_Ako: Our prayers go out to the people in Visayas.  We will get through this. #PrayForVisayas,,,Related - but not informative
3.90052E+17,RT @annecurtismitth: Let's pray for the safety of the people in Visayas and Mindanao... #PrayForVisayas #PrayForBOHOLandCEBU,,,Related - but not informative
3.90052E+17,@LandoDevanadera @waaafwaf #PrayforVisayas Ambot a. Mapa-bench lang ko buas. :P,Tue Oct 15 09:49:41 +0000 2013,Caloocan City; Iloilo City,Related - but not informative
3.90052E+17,"RT @SiSenyora: DEAR EARTHQUAKE, MY GOD IS BIGGER THAN YOU #PrayForVisayas",,,Related - but not informative
3.90052E+17,3 after shock! kaloka... scary! #PrayForVisayas #earthquakePH,Tue Oct 15 09:49:56 +0000 2013,"Iloilo City, Philippines",Related - but not informative
3.90053E+17,"Thoughts &amp; prayers for the people of #Bohol, Cebu, Iloilo &amp; all of Central Visayas in the #Philippines. Devastating 7.2 #earthquake",Tue Oct 15 09:52:22 +0000 2013,"Venice Beach, CA",Related - but not informative
3.90055E+17,Baha sa Luzon. Lindol sa Visayas. Giyera sa Mindanao. Anyare sa Pilipinas? #PrayForVisayas,,,Related - but not informative
3.90056E+17,#PrayForVisayas #earthquake This is what happened. http://t.co/DeQWu2UDDl,Tue Oct 15 10:06:45 +0000 2013,,Related - but not informative
