,Tweet_ID,Tweet_Text,Info,feature_a,feature_b,feature_c,created_at,location
162,389954656018776067,Let us pray all those affected by the massive earthquake off in Negros Oriental for their safety &amp; well-being. Lord is w/ us #prayforVISAYAS,1,"24 words, the 9 word","Let,us,pray,all,those,affected,by,the,massive,earthquake,off,in,Negros,Oriental,for,their,safety,&amp,wellbeing,Lord,is,w/,us,prayforVISAYAS","massive, off",,
163,389954664432943104,"7.2 quake hits central Philippines, killing 6 - The Hindu http://t.co/d5OmOK21LS",1,"11 words, the -1 word","72,quake,hits,central,Philippines,killing,6,,The,Hindu,http//tco/d5OmOK21LS",", ",Tue Oct 15 03:23:31 +0000 2013,0RCR
164,389954756707241984,Grabe talaga yung nangyare sa Cebu. Thank God di tayo inabot ng lindol. #PrayForBohol,1,"14 words, the -1 word","Grabe,talaga,yung,nangyare,sa,Cebu,Thank,God,di,tayo,inabot,ng,lindol,PrayForBohol",", ",,
165,389954865742352384,"Ang ganda ng gising ko pero pagbukas ko ng Twitter, trending ang Earthquake magnitude 7.2 sa Bohol Grabe ang Lakas Nun :( #PrayForBohol",1,"23 words, the 12 word","Ang,ganda,ng,gising,ko,pero,pagbukas,ko,ng,Twitter,trending,ang,Earthquake,magnitude,72,sa,Bohol,Grabe,ang,Lakas,Nun,(,PrayForBohol","ang, magnitude",Tue Oct 15 03:24:19 +0000 2013,Manila
166,389955004137611265,"RT @BBCBreaking: 7.2 magnitude earthquake hits central Philippines, killing four, but no tsunami expected say officials http://t.co/5iok6dD…",1,"17 words, the 4 word","RT,@BBCBreaking,72,magnitude,earthquake,hits,central,Philippines,killing,four,but,no,tsunami,expected,say,officials,http//tco/5iok6dD…","magnitude, hits",Tue Oct 15 03:24:52 +0000 2013,Jakarta Capital Region
167,389955020944187393,RT @suthichai: แผ่นดินไหวหนักที่ฟิลิปปินส์ Magnitude-7.1 earthquake hits the Philippines http://t.co/KiWcauu2xo,1,"9 words, the 4 word","RT,@suthichai,แผ่นดินไหวหนักที่ฟิลิปปินส์,Magnitude71,earthquake,hits,the,Philippines,http//tco/KiWcauu2xo","Magnitude-7.1, hits",Tue Oct 15 03:24:56 +0000 2013,"Bangkok,Thailand"
168,389955171943329793,"Magnitude 7.4 quake hits Philippines, no tsunami threat | Reuters http://t.co/Au2UzVqlNR",1,"11 words, the -1 word","Magnitude,74,quake,hits,Philippines,no,tsunami,threat,|,Reuters,http//tco/Au2UzVqlNR",", ",,
169,389955578774032384,RT @RT_com: UPDATE: Six killed after 7.1 #quake hits southern #Philippines (PHOTOS) http://t.co/0J6Eg19Gws,1,"13 words, the -1 word","RT,@RT_com,UPDATE,Six,killed,after,71,quake,hits,southern,Philippines,(PHOTOS),http//tco/0J6Eg19Gws",", ",Tue Oct 15 03:27:09 +0000 2013,Republik Indonesia
170,389955582980927488,I just heard from the news. I can't imagine how terrible the experience must be for those who are affected. #PrayForBohol #PrayforCebu,1,"22 words, the -1 word","I,just,heard,from,the,news,I,can't,imagine,how,terrible,the,experience,must,be,for,those,who,are,affected,PrayForBohol,PrayforCebu",", ",,
171,389955587175219201,huhuhu grabe kusuga sa linog bsan diare sa dipolog may gne wah ray nangaguba..  #PrayForVisayas  #PrayForMindanao,1,"18 words, the -1 word","huhuhu,grabe,kusuga,sa,linog,bsan,diare,sa,dipolog,may,gne,wah,ray,nangaguba,PrayForVisayas,PrayForMindanao",", ",Tue Oct 15 03:27:11 +0000 2013,
172,389955725557891072,RT @BBCNews: Deadly quake strikes Philippines http://t.co/wM5CMa9wvN,1,"7 words, the -1 word","RT,@BBCNews,Deadly,quake,strikes,Philippines,http//tco/wM5CMa9wvN",", ",,
173,389955788485054464,Stay safe everyone! Pray and hope. 🙏 #PrayForVisayas,1,"8 words, the -1 word","Stay,safe,everyone,Pray,and,hope,🙏,PrayForVisayas",", ",Tue Oct 15 03:27:59 +0000 2013,KathNiel's Heart ♥
174,389955977241305088,RT @ADMU_WVT: Our hearts and prayers go out to all our brothers and sisters in Visayas and Mindanao. Stay strong! #OBF #PrayforVisayas #Pra…,1,"23 words, the -1 word","RT,@ADMU_WVT,Our,hearts,and,prayers,go,out,to,all,our,brothers,and,sisters,in,Visayas,and,Mindanao,Stay,strong,OBF,PrayforVisayas,Pra…",", ",,
175,389956186969497601,RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ♡,1,"17 words, the 7 word","RT,@alliharvard,i,just,heard,about,the,earthquake,in,the,philippines,i,hope,everyone,is,okay,♡","the, in",Tue Oct 15 03:29:34 +0000 2013,New York
176,389956845449662464,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,1,"19 words, the 12 word","RT,@ilovejamich,The,historical,Loboc,Church,in,Bohol,(,Before,&amp,after,earthquake,PrayForVisayas,God,bless,the,Philippines,http//tco/Y…","after, #PrayForVisayas",Tue Oct 15 03:32:11 +0000 2013,Singapore
177,389956916749025281,Sad to hear the quake news. Heard these historical churches were ruined. #prayforbohol #prayforph 🙏 http://t.co/UzvACiue7i,1,"16 words, the -1 word","Sad,to,hear,the,quake,news,Heard,these,historical,churches,were,ruined,prayforbohol,prayforph,🙏,http//tco/UzvACiue7i",", ",,
178,389956946125549569,RT @SaySAMthing_: Dont tweet it. Do it :) #PrayForVisayas,1,"9 words, the -1 word","RT,@SaySAMthing_,Dont,tweet,it,Do,it,),PrayForVisayas",", ",Tue Oct 15 03:32:35 +0000 2013,North
179,389957470422331392,Several killed in Philippines earthquake http://t.co/Zx7WE9CqC3,1,"6 words, the 4 word","Several,killed,in,Philippines,earthquake,http//tco/Zx7WE9CqC3","Philippines, http://t.co/Zx7WE9CqC3",Tue Oct 15 03:34:40 +0000 2013,Los Angeles
180,389957483009044480,RT @BeaDCuenca: #PrayForVisayas 😊,1,"4 words, the -1 word","RT,@BeaDCuenca,PrayForVisayas,😊",", ",,
181,389957818520207360,"RT @nprnews: Strong Quake Hits Central Philippines, Aftershocks Continue http://t.co/5t8uFWL6qe",1,"10 words, the -1 word","RT,@nprnews,Strong,Quake,Hits,Central,Philippines,Aftershocks,Continue,http//tco/5t8uFWL6qe",", ",,
182,389958653215649792,Daghana'g naguba sa Tagbilaran oyy. #Earthquake #Bohol #FB,1,"8 words, the 5 word","Daghana'g,naguba,sa,Tagbilaran,oyy,Earthquake,Bohol,FB","oyy., #Bohol",Tue Oct 15 03:39:22 +0000 2013,"Cebu, Philippines"
183,389958657405747200,"RT @nprnews: Strong Quake Hits Central Philippines, Aftershocks Continue http://t.co/5t8uFWL6qe",1,"10 words, the -1 word","RT,@nprnews,Strong,Quake,Hits,Central,Philippines,Aftershocks,Continue,http//tco/5t8uFWL6qe",", ",Tue Oct 15 03:39:23 +0000 2013,
184,389959085199986689,#prayforBohol http://t.co/lJczvAi5R2,1,"2 words, the -1 word","prayforBohol,http//tco/lJczvAi5R2",", ",Tue Oct 15 03:41:05 +0000 2013,Manhattan
185,389959513031192576,"RT @AyyTangaLangDre: Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …",1,"20 words, the 17 word","RT,@AyyTangaLangDre,Baclayon,Church,is,one,of,the,oldest,Catholic,churches,in,the,Philippines,built,in,1727,earthquake,PrayForVisayas,…","1727., #PrayForVisayas",Tue Oct 15 03:42:47 +0000 2013,HJM
186,389959592722956289,#PrayForBohol #PrayForCebu 🙏🙏🙏,1,"3 words, the -1 word","PrayForBohol,PrayForCebu,🙏🙏🙏",", ",Tue Oct 15 03:43:06 +0000 2013,"Barretos, Brasil"
187,389959991186055168,Ampo ug salig sa Ginoo katawhan sa Bohol ug Cebu. #PrayForVisayas,1,"11 words, the -1 word","Ampo,ug,salig,sa,Ginoo,katawhan,sa,Bohol,ug,Cebu,PrayForVisayas",", ",Tue Oct 15 03:44:41 +0000 2013,Gensan
188,389960226083860480,"RT @thevibrantditch: To everyone in Visayas right now who are affected by the earthquake, please take care! #PrayForVisayas",1,"18 words, the 13 word","RT,@thevibrantditch,To,everyone,in,Visayas,right,now,who,are,affected,by,the,earthquake,please,take,care,PrayForVisayas","the, please",,
189,389960427398242304,RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,1,"19 words, the -1 word","RT,@gretchenho,Heartbreaking,to,see,the,Churches,have,collapsed,(,Hope,everyone,is,okay,Keep,safe,still,Let's,PrayForVisayas",", ",,
190,389960439972372480,"Just heard from Fleur, my assistant in the Philippines, that a 7.2 earthquake hit nearby bringing down buildings.... http://t.co/H83DBlyQYV",1,"19 words, the 12 word","Just,heard,from,Fleur,my,assistant,in,the,Philippines,that,a,72,earthquake,hit,nearby,bringing,down,buildings,http//tco/H83DBlyQYV","7.2, hit",Tue Oct 15 03:46:28 +0000 2013,"Australia, New Zealand, USA"
191,389960570008797184,RT @CBCAlerts: Magnitude 7.2 earthquake strikes Bohol province of #Philippines.,1,"10 words, the 4 word","RT,@CBCAlerts,Magnitude,72,earthquake,strikes,Bohol,province,of,Philippines","7.2, strikes",,
192,389960641315733504,#PrayForVisayas pagdasal po natin yung mga filipinos out there :),1,"10 words, the -1 word","PrayForVisayas,pagdasal,po,natin,yung,mga,filipinos,out,there,)",", ",Tue Oct 15 03:47:16 +0000 2013,PH // MMP FHPH ♡ GFX DAY6PH
193,389961392096149504,#prayforCebu #PrayForBohol #PrayForVisayas #PrayForThePhilippines,1,"4 words, the -1 word","prayforCebu,PrayForBohol,PrayForVisayas,PrayForThePhilippines",", ",,
194,389961538880012288,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,1,"19 words, the 12 word","RT,@ilovejamich,The,historical,Loboc,Church,in,Bohol,(,Before,&amp,after,earthquake,PrayForVisayas,God,bless,the,Philippines,http//tco/Y…","after, #PrayForVisayas",Tue Oct 15 03:50:50 +0000 2013,"Caloocan, Philippines"
195,389961589232648192,So bale nagising ako kasi gumagalaw yung kama ko. #PrayForVisayas,1,"10 words, the -1 word","So,bale,nagising,ako,kasi,gumagalaw,yung,kama,ko,PrayForVisayas",", ",,
196,389961740206628864,Please do include on your prayers the victims of the Massive Earthquake. #PrayForVisayas #earthquake,1,"14 words, the 11 word","Please,do,include,on,your,prayers,the,victims,of,the,Massive,Earthquake,PrayForVisayas,earthquake","Massive, #PrayForVisayas",,
197,389961920570073088,So hearthreaking!! #PrayforVisayas #PrayforPhilippines http://t.co/mDI872Nmm2,1,"5 words, the -1 word","So,hearthreaking,PrayforVisayas,PrayforPhilippines,http//tco/mDI872Nmm2",", ",Tue Oct 15 03:52:21 +0000 2013,
198,389961958327218176,Even behind the darkest Clouds...the sun still shines! #PrayForCebu #PrayForVisayas,1,"10 words, the -1 word","Even,behind,the,darkest,Cloudsthe,sun,still,shines,PrayForCebu,PrayForVisayas",", ",Tue Oct 15 03:52:30 +0000 2013,barangay ginebra san miguel 
199,389962168034017281,RT @kimpoyfeliciano: Praying for the safety our brothers and sisters in Cebu and Bohol. #earthquake #PrayForVisayas,1,"16 words, the 14 word","RT,@kimpoyfeliciano,Praying,for,the,safety,our,brothers,and,sisters,in,Cebu,and,Bohol,earthquake,PrayForVisayas","Bohol., #PrayForVisayas",,
200,389962189013929986,RT @enzodeocales: 411 Year old Loboc Church in Bohol is badly damaged by a 7.2 earthquake. Very heartbreaking ;'(( #PrayForBohol http://t.c…,1,"21 words, the 15 word","RT,@enzodeocales,411,Year,old,Loboc,Church,in,Bohol,is,badly,damaged,by,a,72,earthquake,Very,heartbreaking,'((,PrayForBohol,http//tc…","7.2, Very",Tue Oct 15 03:53:25 +0000 2013,แลนด์มาร์คความเงี่ยน
201,389962277069144064,RT @kimpoyfeliciano: Praying for the safety our brothers and sisters in Cebu and Bohol. #earthquake #PrayForVisayas,1,"16 words, the 14 word","RT,@kimpoyfeliciano,Praying,for,the,safety,our,brothers,and,sisters,in,Cebu,and,Bohol,earthquake,PrayForVisayas","Bohol., #PrayForVisayas",Tue Oct 15 03:53:46 +0000 2013,
202,389962293846351873,RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,1,"19 words, the -1 word","RT,@gretchenho,Heartbreaking,to,see,the,Churches,have,collapsed,(,Hope,everyone,is,okay,Keep,safe,still,Let's,PrayForVisayas",", ",,
203,389962335781019648,"RT @AyyTangaLangDre: Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …",1,"20 words, the 17 word","RT,@AyyTangaLangDre,Baclayon,Church,is,one,of,the,oldest,Catholic,churches,in,the,Philippines,built,in,1727,earthquake,PrayForVisayas,…","1727., #PrayForVisayas",Tue Oct 15 03:54:00 +0000 2013,
204,389962570662027264,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 03:54:56 +0000 2013,"Manila, PHILIPPINES"
205,389962742653657088,RT @jasminip: #prayforBohol #PrayForCebu 🙏🙏🙏🙏,1,"5 words, the -1 word","RT,@jasminip,prayforBohol,PrayForCebu,🙏🙏🙏🙏",", ",Tue Oct 15 03:55:37 +0000 2013,PH
206,389962826535550976,"Deadly quake strikes Philippines: An earthquake measuring 7.2 magnitude hits the central Philippines, killing ... http://t.co/Pw8H32UxD1",1,"16 words, the 5 word","Deadly,quake,strikes,Philippines,An,earthquake,measuring,72,magnitude,hits,the,central,Philippines,killing,,http//tco/Pw8H32UxD1","An, measuring",Tue Oct 15 03:55:57 +0000 2013,
207,389963178857091073,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 03:57:21 +0000 2013,"ÜT: 14.5941103,120.9833341"
208,389963396944121856,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",,
209,389963996737961985,Praying for our brothers and sisters from Visayas; I hope they're all fine. #PrayForVisayas  #PrayForThePhilippines #earthquake,1,"17 words, the 15 word","Praying,for,our,brothers,and,sisters,from,Visayas,I,hope,they're,all,fine,PrayForVisayas,PrayForThePhilippines,earthquake","#PrayForThePhilippines, ",,
210,389964328108953602,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 04:01:55 +0000 2013,
211,389964437139906560,over 110 aftershocks noted :( that's too much...#PrayForVisayas #earthquake,1,"9 words, the 8 word","over,110,aftershocks,noted,(,that's,too,muchPrayForVisayas,earthquake","much...#PrayForVisayas, ",Tue Oct 15 04:02:21 +0000 2013,
212,389964659450601473,RT @babyren16: “For My house will be called a house of prayer for all the peoples. Isaiah 56:7 #PrayForVisayas Cebu and Bohol. #Philippine…,1,"23 words, the -1 word","RT,@babyren16,“For,My,house,will,be,called,a,house,of,prayer,for,all,the,peoples,Isaiah,567,PrayForVisayas,Cebu,and,Bohol,Philippine…",", ",,
213,389964802048536576,RT @disguised101: @danicelorenzo: i pray for the safety of the people there in visayas #earthquake #Philippines http://t.co/aNW5FJW3pS St…,1,"18 words, the 14 word","RT,@disguised101,@danicelorenzo,i,pray,for,the,safety,of,the,people,there,in,visayas,earthquake,Philippines,http//tco/aNW5FJW3pS,St…","visayas, #Philippines",,
214,389965196325695488,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 04:05:22 +0000 2013,
215,389965326332338176,"Grabe natulog lang ako, andami ng nangyari :( #PrayForVisayas #PrayForBohol #PrayForCebu",1,"11 words, the -1 word","Grabe,natulog,lang,ako,andami,ng,nangyari,(,PrayForVisayas,PrayForBohol,PrayForCebu",", ",Tue Oct 15 04:05:53 +0000 2013,south
216,389965745750163457,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",,
217,389965779309174784,"RT @DuudeItsKaren: Saddened to hear about the earthquake that hit the Philippines today. Praying for everyone there, including my family. #…",1,"21 words, the 7 word","RT,@DuudeItsKaren,Saddened,to,hear,about,the,earthquake,that,hit,the,Philippines,today,Praying,for,everyone,there,including,my,family,…","the, that",,
218,389966291009671168,RT @BBCNews: Deadly quake strikes Philippines http://t.co/wM5CMa9wvN,1,"7 words, the -1 word","RT,@BBCNews,Deadly,quake,strikes,Philippines,http//tco/wM5CMa9wvN",", ",Tue Oct 15 04:09:43 +0000 2013,Makati
219,389966760801075200,RT @AngeL_LocKring: This is beyond imagination! Heart-wrenching! #PrayForVisayas #PrayForBohol #PrayForCebu http://t.co/eclKkM7J52,1,"11 words, the -1 word","RT,@AngeL_LocKring,This,is,beyond,imagination,Heartwrenching,PrayForVisayas,PrayForBohol,PrayForCebu,http//tco/eclKkM7J52",", ",Tue Oct 15 04:11:35 +0000 2013,"Monte-Carlo, Monaco"
220,389967612244815872,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 04:14:58 +0000 2013,indonesia
221,389967637402230787,My prayer goes to all the Bohol and Cebu victims of the earthquake earlier. #PrayForBohol #PrayForCebu,1,"16 words, the 12 word","My,prayer,goes,to,all,the,Bohol,and,Cebu,victims,of,the,earthquake,earlier,PrayForBohol,PrayForCebu","the, earlier.",Tue Oct 15 04:15:04 +0000 2013,City of Golden Friendship
222,389967809377099776,RT @Blaze_2014: Let us all pray for our brothers and sisters in Cebu and Bohol. #prayforcebu #prayforbohol 🙏,1,"18 words, the -1 word","RT,@Blaze_2014,Let,us,all,pray,for,our,brothers,and,sisters,in,Cebu,and,Bohol,prayforcebu,prayforbohol,🙏",", ",,
223,389968019079696384,RT @WorldVisionNZ: Casualties from 7.2 #earthquake in the #Philippines is now 20+ according to authorities,1,"15 words, the 5 word","RT,@WorldVisionNZ,Casualties,from,72,earthquake,in,the,Philippines,is,now,20+,according,to,authorities","7.2, in",Tue Oct 15 04:16:35 +0000 2013,Wellington | NZ 
224,389968207831789568,Pati Cebu? Aw. #PrayForVisayas Aguy :(,1,"6 words, the -1 word","Pati,Cebu,Aw,PrayForVisayas,Aguy,(",", ",Tue Oct 15 04:17:20 +0000 2013,Puso ni CJ Beltran 
225,389968593686765568,"Strong quake shakes central Philippines, kills 12: MANILA, Philippines (AP) — A 7.2-magnitude earthquake colla... http://t.co/1qCmkxlWKL",1,"16 words, the 13 word","Strong,quake,shakes,central,Philippines,kills,12,MANILA,Philippines,(AP),—,A,72magnitude,earthquake,colla,http//tco/1qCmkxlWKL","7.2-magnitude, colla...",Tue Oct 15 04:18:52 +0000 2013,indonesia
226,389968669201018880,Let's pray for those who are in Visayas and Mindanao. #prayforcebu #prayforbohol #prayforleyte #PrayForVisayas #prayforMindanao,1,"15 words, the -1 word","Let's,pray,for,those,who,are,in,Visayas,and,Mindanao,prayforcebu,prayforbohol,prayforleyte,PrayForVisayas,prayforMindanao",", ",Tue Oct 15 04:19:10 +0000 2013,
227,389968736293101568,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 04:19:26 +0000 2013,
228,389968820204363778,RT @QuoteNiDoraemon: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.,1,"17 words, the 5 word","RT,@QuoteNiDoraemon,Luzon,Typhoons,Visayas,Earthquake,Mindanao,War,Pray,for,our,Dear,Philippines","Visayas:, Mindanao:",Tue Oct 15 04:19:46 +0000 2013,val           
229,389968987959721985,“@krungy21: #prayforbohol #prayforcebu”,1,"3 words, the -1 word","“@krungy21,prayforbohol,prayforcebu”",", ",Tue Oct 15 04:20:26 +0000 2013,
230,389969029890584576,Terrible earthquake.... #prayforcebu #prayforbohol #prayfornegros... this is really make me feel super… http://t.co/WAeXlNqNP5,1,"13 words, the 1 word","Terrible,earthquake,prayforcebu,prayforbohol,prayfornegros,this,is,really,make,me,feel,super…,http//tco/WAeXlNqNP5","Terrible, #prayforcebu",Tue Oct 15 04:20:36 +0000 2013,"mandaue,cebu city"
231,389969310933716992,"RT @CuteLovesMsgs: Before anything else, #PrayForVisayas",1,"6 words, the -1 word","RT,@CuteLovesMsgs,Before,anything,else,PrayForVisayas",", ",,
232,389969440961355776,RT @kwissaaaaan: Earthquake 😞😔😣😭😥😰😓😩😫😨😱😖 🙏🙏🙏⛪⛪⛪ #PrayForBohol #PrayForCebu #PrayForVisayas #PrayForMindanao #PrayForPhilippines http://t.co…,1,"11 words, the 2 word","RT,@kwissaaaaan,Earthquake,😞😔😣😭😥😰😓😩😫😨😱😖,🙏🙏🙏⛪⛪⛪,PrayForBohol,PrayForCebu,PrayForVisayas,PrayForMindanao,PrayForPhilippines,http//tco…","@kwissaaaaan:, 😞😔😣😭😥😰😓😩😫😨😱😖",,
233,389969503880089600,RT @jyramay: #PrayForBohol #PrayForVisayas,1,"4 words, the -1 word","RT,@jyramay,PrayForBohol,PrayForVisayas",", ",Tue Oct 15 04:22:29 +0000 2013,
234,389969587757785088,RT @QuoteNiDoraemon: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.,1,"17 words, the 5 word","RT,@QuoteNiDoraemon,Luzon,Typhoons,Visayas,Earthquake,Mindanao,War,Pray,for,our,Dear,Philippines","Visayas:, Mindanao:",Tue Oct 15 04:22:49 +0000 2013,"Seoul, Republic of Korea"
235,389969625493950464,RT @moreFUNinUST: #PrayForVisayas 🙏🙏🙏,1,"4 words, the -1 word","RT,@moreFUNinUST,PrayForVisayas,🙏🙏🙏",", ",Tue Oct 15 04:22:58 +0000 2013,Republic of the Philippines
236,389969738748538880,“@QuoteNiDoraemon: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.”,1,"16 words, the 4 word","“@QuoteNiDoraemon,Luzon,Typhoons,Visayas,Earthquake,Mindanao,War,Pray,for,our,Dear,Philippines”","Visayas:, Mindanao:",,
237,389969763922739200,"RT @Samledesma: Keep me safe, my God, for in You I take refuge.-- Psalm 16:1 #PrayforCebu #PrayforBohol",1,"17 words, the -1 word","RT,@Samledesma,Keep,me,safe,my,God,for,in,You,I,take,refuge,Psalm,161,PrayforCebu,PrayforBohol",", ",Tue Oct 15 04:23:31 +0000 2013,
238,389970137199034368,RT @VhongX44: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@VhongX44,prayforbohol,prayforcebu",", ",Tue Oct 15 04:25:00 +0000 2013,Pilipinas Kong Mahal
239,389970309186478080,We can face any fear &amp; trials when we know the Lord is with us. #PrayforVisayas,1,"16 words, the -1 word","We,can,face,any,fear,&amp,trials,when,we,know,the,Lord,is,with,us,PrayforVisayas",", ",Tue Oct 15 04:25:41 +0000 2013,Wooyoung & Junho's ♥ 
240,389970565038997504,RT @moreFUNinUST: #PrayForVisayas 🙏🙏🙏,1,"4 words, the -1 word","RT,@moreFUNinUST,PrayForVisayas,🙏🙏🙏",", ",Tue Oct 15 04:26:42 +0000 2013,United Arab Emirates
241,389970581786869760,RT @JuliElmoMEDICS: Stay safe over there Adiks and fellow Filipinos. #PrayForVisayas,1,"11 words, the -1 word","RT,@JuliElmoMEDICS,Stay,safe,over,there,Adiks,and,fellow,Filipinos,PrayForVisayas",", ",Tue Oct 15 04:26:46 +0000 2013,"Bago City, Philippines"
242,389971588419833856,Earthquake Strike on Cebu and Bohol at 7.2 - October 15 2013 (VIDEO) | Pinoythinking: http://t.co/j8su0TCL5t #EARTHQUAKE #cebu #bohol,1,"19 words, the 0 word","Earthquake,Strike,on,Cebu,and,Bohol,at,72,,October,15,2013,(VIDEO),|,Pinoythinking,http//tco/j8su0TCL5t,EARTHQUAKE,cebu,bohol",", Strike",Tue Oct 15 04:30:46 +0000 2013,
243,389971915600695297,RT @moreFUNinUST: #PrayForVisayas 🙏🙏🙏,1,"4 words, the -1 word","RT,@moreFUNinUST,PrayForVisayas,🙏🙏🙏",", ",Tue Oct 15 04:32:04 +0000 2013,Bulacan/Makati/Manila
244,389971957527359488,Sto. Nino Cebu. #PrayForVisayas #repost http://t.co/ezFJUt8tCc,1,"6 words, the -1 word","Sto,Nino,Cebu,PrayForVisayas,repost,http//tco/ezFJUt8tCc",", ",Tue Oct 15 04:32:14 +0000 2013,Republic of the Philippines
245,389972062384975872,Repost! Let's all pray for our safety. #ig #igers #igersph #igerscebu #prayforcebu #prayforbohol… http://t.co/baSU6NhevG,1,"14 words, the -1 word","Repost,Let's,all,pray,for,our,safety,ig,igers,igersph,igerscebu,prayforcebu,prayforbohol…,http//tco/baSU6NhevG",", ",Tue Oct 15 04:32:39 +0000 2013,Cebu City
246,389972347584651264,RT @cebudailynews: All malls in #Cebu closed. Malls are assessing damage and will be open until further notice.|@iloveaileenyap,1,"18 words, the -1 word","RT,@cebudailynews,All,malls,in,Cebu,closed,Malls,are,assessing,damage,and,will,be,open,until,further,notice|@iloveaileenyap",", ",Tue Oct 15 04:33:47 +0000 2013,CEB-MNL-CEB-MNL-CEB
247,389972444078825473,@WagAssuming: Devastation of Nueva Ecija due to typhoon santi. And now earthquake in Cebu and Bohol.  #PrayForVisayas #PrayForNuevaEcija,1,"19 words, the 11 word","@WagAssuming,Devastation,of,Nueva,Ecija,due,to,typhoon,santi,And,now,earthquake,in,Cebu,and,Bohol,PrayForVisayas,PrayForNuevaEcija","now, in",Tue Oct 15 04:34:10 +0000 2013,Honeymoon Ave.
248,389972527964893184,RT @laar_b: Magnitude 7.2 hits Visayas 110 aftershocks as of 11am 20 casualties #prayforcebu #prayforbohol 🙏🙏,1,"16 words, the -1 word","RT,@laar_b,Magnitude,72,hits,Visayas,110,aftershocks,as,of,11am,20,casualties,prayforcebu,prayforbohol,🙏🙏",", ",Tue Oct 15 04:34:30 +0000 2013,
249,389972750246232064,RT @Samledesma: 20 dead in Visayas quake - Yahoo Philippines News http://t.co/adV8rF7hSg,1,"12 words, the -1 word","RT,@Samledesma,20,dead,in,Visayas,quake,,Yahoo,Philippines,News,http//tco/adV8rF7hSg",", ",Tue Oct 15 04:35:23 +0000 2013,Queen City of the South
250,389972842529312768,RT @WagAssuming: Devastation of Nueva Ecija due to typhoon santi. And now earthquake in Cebu and Bohol.  #PrayForVisayas #PrayForNuevaEcija,1,"20 words, the 12 word","RT,@WagAssuming,Devastation,of,Nueva,Ecija,due,to,typhoon,santi,And,now,earthquake,in,Cebu,and,Bohol,PrayForVisayas,PrayForNuevaEcija","now, in",Tue Oct 15 04:35:45 +0000 2013,Philippines
251,389973077406121985,RT @krungy21: #prayforbohol #prayforcebu,1,"4 words, the -1 word","RT,@krungy21,prayforbohol,prayforcebu",", ",Tue Oct 15 04:36:41 +0000 2013,"Frisco, Quezon city"
252,389973131932086272,Officials: Death Toll Rises to 20 in 7.2-Magnitude Quake in Central Philippines: Officials: Death toll rises t... http://t.co/ei8o0bc2y4,1,"18 words, the -1 word","Officials,Death,Toll,Rises,to,20,in,72Magnitude,Quake,in,Central,Philippines,Officials,Death,toll,rises,t,http//tco/ei8o0bc2y4",", ",Tue Oct 15 04:36:54 +0000 2013,
253,389973144502796288,RT @MaeAbi: #earthquake aftermath. Babies rescued from the ICU. Picture by Ann Guevarra. #PrayForVisayas http://t.co/PmLaZ6sNCa,1,"15 words, the 2 word","RT,@MaeAbi,earthquake,aftermath,Babies,rescued,from,the,ICU,Picture,by,Ann,Guevarra,PrayForVisayas,http//tco/PmLaZ6sNCa","@MaeAbi:, aftermath.",,
